Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Hippo signaling pathway,1.9448163707032156e-07,5.6205193113322935e-05,0,0,3.6898042689614443,57.018280031832724,YAP1;BMPR2;WWC1;PARD6G;SAV1;GLI2;PPP1CB;PPP2CB;RASSF2;DVL1;WNT4;FZD1;WWTR1;FZD2;TGFB3;WNT5A;AXIN1;FZD8;CSNK1E;AXIN2;WTIP;TGFBR1;SMAD7;DLG2;DLG4;CTNNB1
KEGG_2021_Human,Wnt signaling pathway,3.104858063661521e-05,0.0026735810231757634,0,0,2.9693576545662514,30.821806146284555,TLE4;FZD1;FZD2;MMP7;RYK;CSNK2A2;WNT5A;AXIN1;FZD8;CSNK1E;AXIN2;NLK;PRICKLE4;MAPK9;TBL1XR1;CSNK2B;DVL1;EP300;CTNNB1;PRKACA;PLCB1;WNT4
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,3.5982551306657575e-05,0.0026735810231757634,0,0,3.250733193677395,33.26305076154812,ACVR1;FZD1;FZD2;BMPR2;WNT5A;LIF;AXIN1;FZD8;PIK3R2;AXIN2;BMI1;FGF2;ACVR2A;KAT6A;DVL1;CTNNB1;TCF3;JARID2;WNT4
KEGG_2021_Human,MAPK signaling pathway,3.70045816356507e-05,0.0026735810231757634,0,0,2.3305168591639465,23.781686635465018,CACNA1C;NLK;FGF2;RASGRP1;ELK4;CDC42;RPS6KA3;MAPK9;RRAS;IRAK1;CASP3;GNA12;PRKACA;MAP4K4;MAP3K2;MEF2C;JUND;MAP3K1;IL1R1;TGFB3;INSR;HGF;VEGFC;TGFBR1;DUSP7;VEGFA;EFNA3;TAOK1;FGF18;RAPGEF2;TAB2;SOS1;HSPA1B
KEGG_2021_Human,Pathways in cancer,8.574347737597953e-05,0.0049559729923316165,0,0,1.8959798994974875,17.75424120046239,CXCL8;PTEN;GLI1;FGF2;GLI2;CASP3;EP300;PRKACA;IFNAR2;ARHGEF11;HGF;WNT5A;AXIN1;AXIN2;TGFBR1;RUNX1;ADCY9;PLCB1;SOS1;NOTCH3;PTGER3;PIK3R2;PTGS2;ADCY7;RASGRP1;CDC42;MAPK9;RXRA;GNA11;DVL1;GNA12;HES5;RUNX1T1;WNT4;FZD1;JAG2;FZD2;EGLN2;TGFB3;FZD8;VEGFC;VEGFA;RAD51;GNAQ;GSTA1;FGF18;GNB1;GNAS;CTNNB1
KEGG_2021_Human,GnRH signaling pathway,0.0001958594601247149,0.008520992045363477,0,0,3.4823356050838092,29.732575583049936,MAP3K2;MAP3K1;CACNA1C;ADCY7;CDC42;MAPK9;ADCY9;GNA11;GNAQ;GNAS;GNRH1;PRKACA;PLCB1;SOS1
KEGG_2021_Human,Basal cell carcinoma,0.00025216396177732165,0.008520992045363477,0,0,4.16503359462486,34.50909862777697,FZD1;FZD2;WNT5A;DVL1;AXIN1;FZD8;CTNNB1;AXIN2;GLI1;GLI2;WNT4
KEGG_2021_Human,Melanogenesis,0.00026122354342411413,0.008520992045363477,0,0,3.3712858926342073,27.8135604643203,FZD1;FZD2;WNT5A;FZD8;ADCY7;ADCY9;GNAQ;DVL1;GNAS;EP300;CTNNB1;PRKACA;PLCB1;WNT4
KEGG_2021_Human,Gastric cancer,0.00026765806402617183,0.008520992045363477,0,0,2.8207861115636126,23.203223165393474,FZD1;SHC2;FZD2;TGFB3;HGF;WNT5A;AXIN1;FZD8;PIK3R2;AXIN2;FGF2;TGFBR1;RXRA;DVL1;FGF18;CTNNB1;SOS1;WNT4
KEGG_2021_Human,MicroRNAs in cancer,0.0003163966423146202,0.008520992045363477,0,0,2.536617591543979,20.441368207398508,NOTCH3;ABCC1;SLC45A3;BMPR2;PTEN;PIK3R2;DICER1;BMI1;PTGS2;HOXD10;GLS;VEGFA;EFNA3;MARCKS;CASP3;EP300;SPRY2;ATM;MDM4;SOS1;BCL2L2
